2020-11-15,3,70,33
2020-11-15,3,135,100
2020-11-15,3,103.33,67
2020-11-15,3,77.67,100
2020-11-16,3,128.67,33
2020-11-16,3,93.67,67
2020-11-16,3,106.67,67
2020-11-16,3,50,67
